Nome: PINDAMONHANGABA
Codigo Estacao: 83707
Latitude: -22.92
Longitude: -45.5
Altitude: 560
Situacao: Desativada
Data Inicial: 1960-01-01
Data Final: 1991-04-30
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
1966-10-09;1,5;4;35,4;28,8;18,4;76,25;0;null;
1966-10-10;2,4;10,2;0;31;14;71,5;,666667;null;
1966-10-11;3,6;9,8;0;34,6;15,4;67,75;1;null;
1966-10-12;4,5;5,4;0;34,8;16,6;67,75;4;null;
1966-10-13;4,3;0;0;24,8;17,9;89,5;1;null;
1966-10-14;1;10,7;2,9;31,8;18,7;76,75;2,333333;null;
1966-10-15;2,9;6,2;0;35,2;16,1;60;1,333333;null;
1966-10-16;3,5;7,4;0;33,4;15,7;73,25;3;null;
1966-10-17;3,6;0;,2;26;18,5;82,75;0;null;
1966-10-18;1,4;6,8;,2;28,2;16,4;80,25;3;null;
1966-10-19;2;4,6;38;28,1;16,1;74;3,333333;null;
1966-10-20;3,1;11,5;0;26,4;8,6;66;,666667;null;
1966-10-21;4,3;9,5;0;25,6;12;62,75;3,666667;null;
1966-10-22;4,6;6,8;0;30;15,4;61,25;3,333333;null;
1966-10-23;5,1;,7;21,8;26,3;17;75,25;1;null;
1966-10-24;1,9;10,9;2;29,8;12,9;66,5;1;null;
1966-10-25;3,7;10,4;0;34;12;67,25;1;null;
1966-10-26;3,6;10,4;0;36;16,1;67;2;null;
1966-10-27;4,8;1,4;3,2;31;20;89,75;1;null;
1966-10-28;1,5;,6;13,7;26,8;17,5;94,75;2,666667;null;
1966-10-29;,7;0;13,6;22,2;16,8;87,75;,666667;null;
1966-10-30;,1;0;6,2;21;15,5;92,5;0;null;
1966-10-31;1,2;0;,2;22,4;16,2;88,75;1,333333;null;
1966-11-01;,7;,7;1,7;25,4;17;92,25;2,333333;null;
1966-11-02;1,4;1,1;18,7;25,6;16,8;83,75;0;null;
1966-11-03;1,5;2,1;0;26,5;16,1;78,5;2;null;
1966-11-04;2,1;6,5;0;29,6;14,3;72;2,666667;null;
1966-11-05;2,6;7,7;1;30,9;17,4;79;2;null;
1966-11-06;2,7;10,6;22,1;33,2;17,3;74;1,666667;null;
1966-11-07;3,3;7,9;2,2;32,6;17,2;79,25;,666667;null;
1966-11-08;2,4;8,5;0;35;17,8;71,5;,666667;null;
1966-11-09;3,2;7,6;0;33,1;19,2;78,75;2,666667;null;
1966-11-10;2,5;2,4;7;32;19;80,75;,666667;null;
1966-11-11;1,9;7,9;3,7;34;19,4;78,5;1,333333;null;
1966-11-12;2,3;3,3;,6;31,2;19,3;80,5;,666667;null;
1966-11-13;1,8;,8;15,8;25,8;18,8;83;3,333333;null;
1966-11-14;1,8;0;2;24;17,3;92,5;,666667;null;
1966-11-15;1;1,4;1,6;29;18,6;82,5;1,333333;null;
1966-11-16;1,4;1,8;23,7;28,6;19,8;87,75;2,666667;null;
1966-11-17;1,1;,1;20,8;24,2;18,1;87,75;1,333333;null;
1966-11-18;1,2;,6;,3;25,9;17;80;0;null;
1966-11-19;1,3;9,5;,3;28,3;11;73;2,333333;null;
1966-11-20;3,3;7,9;0;28,8;16,2;69,5;2,666667;null;
1966-11-21;3;4,9;0;29,4;14,3;72,75;2;null;
1966-11-22;2,5;3,1;0;25,3;15,4;75;,666667;null;
1966-11-23;2,2;1,7;1,8;24,2;11,5;79;1,333333;null;
1966-11-24;1,6;8,6;1,6;28,2;15,4;68,25;1,666667;null;
1966-11-25;2,8;10,1;0;31,2;11,8;65;2,666667;null;
1966-11-26;3,5;10,1;0;32,6;15,6;68;2,333333;null;
1966-11-27;3,3;7,5;0;32;16,2;78;1;null;
1966-11-28;3,6;7,2;0;32,4;18;77,5;0;null;
1966-11-29;3,8;11;3;34;17;67,75;1,333333;null;
1966-11-30;3,6;10,9;0;36,1;20;61,5;,666667;null;
1966-12-01;4,4;9,5;null;36,2;17;64,25;1,666667;null;
1966-12-02;4,7;9,2;,3;34,8;20;69,75;1,666667;null;
1966-12-03;3,6;7,3;1;36,3;20,7;74;0;null;
1966-12-04;3,4;6,5;12,6;35,6;21,6;72;1,333333;null;
1966-12-05;4;4;0;34,4;20,5;83,25;0;null;
1966-12-06;1,6;8,6;9,5;29,2;19,9;80,25;3;null;
1966-12-07;2,9;7;0;35;20;85,25;1,333333;null;
1966-12-08;2,5;5;15,6;30,8;18,8;79,75;,666667;null;
1966-12-09;2,5;11,4;0;35,4;18,2;66,5;1,333333;null;
1966-12-10;3,9;4,9;0;35,4;17,5;77,25;,666667;null;
1966-12-11;3,4;3,2;12,8;34;19,4;76,75;0;null;
1966-12-12;2,2;8,6;0;37;18,3;74;1,333333;null;
1966-12-13;2,4;6,6;,9;35;20;81,75;1,666667;null;
1966-12-14;2,6;11,3;0;36,4;18,3;69;1,666667;null;
1966-12-15;4;4,5;0;35,7;20,6;86,75;3,666667;null;
1966-12-16;2,3;8,4;11,5;32,3;19,5;79,25;1,666667;null;
1966-12-17;2,7;8,1;0;34;20,5;75,75;1,333333;null;
1966-12-18;2,9;11;0;34,2;19,8;71;1;null;
1966-12-19;3;8,9;0;34,2;20,6;67,25;2,666667;null;
1966-12-20;5,5;,1;2,3;30;21,2;94,75;1;null;
1966-12-21;1,1;0;49;24,2;18,4;96,25;,666667;null;
1966-12-22;,3;0;36,2;26,6;17;92,5;,666667;null;
1966-12-23;,4;0;55,4;23,8;17,6;95;2;null;
1966-12-24;,3;0;54,4;20;16,4;92,75;2;null;
1966-12-25;,7;0;3,6;22,4;15,8;67,25;,666667;null;
1966-12-26;1,5;7;0;27,8;13,4;69,25;1,333333;null;
1966-12-27;2,5;0;,5;20,6;16,8;94,75;2,333333;null;
1966-12-28;,5;8;27,3;30,2;16;78,75;1,333333;null;
1966-12-29;2,2;7,2;0;31,6;17,7;79,5;0;null;
1966-12-30;2,2;5,5;1;31,8;16,4;80,25;1,333333;null;
1966-12-31;2,2;5,4;0;32;18;77;,666667;null;
1967-01-01;2,8;8,8;null;32,2;17,9;75,5;5,333333;null;
1967-01-02;3,2;5,3;0;33,8;16,7;78,25;3,333333;null;
1967-01-03;3;7,3;,6;33,6;17,4;75,5;2;null;
1967-01-04;3;8;1,2;33,1;18,8;73,75;1,666667;null;
1967-01-05;4,4;0;17,5;26,1;20;93,75;0;null;
1967-01-06;,6;0;39;25,6;18,6;94,25;0;null;
1967-01-07;,5;7;15;31,2;18,2;82,5;1;null;
1967-01-08;2;9,5;36;34,2;18,8;81,25;,666667;null;
1967-01-09;,7;6;25,8;34,8;19;78,75;,666667;null;
1967-01-10;2,4;4,3;6,7;30,2;19,6;84,5;3,333333;null;
1967-01-11;1,6;2;16,3;29,8;19,7;89,75;1,333333;null;
1967-01-12;1;,3;36,5;28,1;19,2;94,75;,666667;null;
1967-01-13;,7;4,6;28,8;30;19;86,25;0;null;
1967-01-14;1,8;8,5;4;32;20,6;70,75;2,666667;null;
1967-01-15;3,6;3,3;0;32,8;18,4;78,5;,666667;null;
1967-01-16;2;,6;27,8;27;19,6;89,75;1;null;
1967-01-17;1,1;6,6;5;32,1;17,1;86,75;1,333333;null;
1967-01-18;1,8;9,9;1,4;35;20,5;75,75;,666667;null;
1967-01-19;3,2;2,8;0;31,8;21;86,75;,666667;null;
1967-01-20;1,8;,5;14,8;29,4;20;83,5;2,333333;null;
1967-01-21;1,1;11,4;1;36;20,6;73,75;,666667;null;
1967-01-22;3,4;7,6;0;32;20,4;76,75;4,666667;null;
1967-01-23;3,5;1,1;0;29,6;19;86,25;,666667;null;
1967-01-24;1,7;1,2;18,5;32,4;19;85,25;0;null;
1967-01-25;1,1;5,6;36,5;32;19,9;84,75;2;null;
1967-01-26;2,2;4,5;0;33,2;18,3;86;1;null;
1967-01-27;1,4;5,4;32,7;30,4;17,4;79;1,333333;null;
1967-01-28;2,3;8,7;0;32,9;15,8;81,75;2,333333;null;
1967-01-29;3;3,8;4,5;29,8;17,4;80;,666667;null;
1967-01-30;2;5,3;,2;31;16,3;82,5;0;null;
1967-01-31;1,5;1,1;16,1;29,8;19,5;83;1;null;
1967-02-01;1,9;1,3;,2;32;20,8;84;1,666667;null;
1967-02-02;1,5;,4;9,5;29,4;20,2;92,25;1;null;
1967-02-03;,8;5,9;8;31,4;19,2;83,75;1,666667;null;
1967-02-04;1,8;2,5;2,2;29,2;19,6;92;,666667;null;
1967-02-05;,8;,1;64;26,4;18,8;90,5;0;null;
1967-02-06;,8;0;12;24,4;19;94;,666667;null;
1967-02-07;,4;7,5;36,1;32,2;16,8;81,75;0;null;
1967-02-08;2;7,5;2,9;33,2;16,9;82,25;,666667;null;
1967-02-09;2,8;10,4;21;34,4;17;79,25;,666667;null;
1967-02-10;2,3;2,4;10,5;31,6;20,3;89,25;,666667;null;
1967-02-11;1,3;5,5;14;31,8;19,7;82,25;1,666667;null;
1967-02-12;2;9,5;4,5;33,2;20,7;75,5;2;null;
1967-02-13;3;9,4;0;33,2;20,1;85,25;2;null;
1967-02-14;2,8;9,5;1,8;33;17,1;78,75;1;null;
1967-02-15;3,2;11,3;3;33,4;15,3;73;0;null;
1967-02-16;3,2;8,5;0;36,6;18,2;73,5;,666667;null;
1967-02-17;3,2;8,6;0;36;19,7;73,25;2,333333;null;
1967-02-18;2,9;1,3;9,8;29,3;20,9;89;0;null;
1967-02-19;1;,1;21,5;27,4;20,6;88,5;0;null;
1967-02-20;,6;1,9;15,5;28,7;20,3;89,5;,666667;null;
1967-02-21;1,1;4,3;13;36,4;20;72,75;2,666667;null;
1967-02-22;2,8;10,7;0;35,6;20,2;69,25;,666667;null;
1967-02-23;3,1;9;0;36;18,1;75,25;,666667;null;
1967-02-24;3;7,7;0;34;20;77,5;,666667;null;
1967-02-25;2,5;8,7;0;36,4;18,6;69,75;0;null;
1967-02-26;3,4;7,7;0;34,8;19;76,5;0;null;
1967-02-27;2,6;11,2;0;35,1;17,3;74;,666667;null;
1967-02-28;3,1;9,2;0;37,3;19,2;68;1;null;
1967-03-01;3,4;6,8;4,6;33;19,4;82;1,333333;null;
1967-03-02;1,9;3;21;32,4;19,6;86;1,333333;null;
1967-03-03;1,5;7,3;3,8;33;19,8;79;1,333333;null;
1967-03-04;2,1;10,3;0;35,8;19,8;70,5;,666667;null;
1967-03-05;3,1;4,1;0;33;19,4;84,25;,666667;null;
1967-03-06;1,4;3,3;20;29,3;17,8;86;0;null;
1967-03-07;1,2;2;5,7;28,4;18,8;88;1,333333;null;
1967-03-08;1,2;3,5;19;31;19,6;86,25;0;null;
1967-03-09;1,6;1;1;29;19;87;,666667;null;
1967-03-10;,9;0;10,3;26,8;18,1;88,5;0;null;
1967-03-11;,7;1,3;1,5;26,6;18,1;81,5;1,666667;null;
1967-03-12;1,9;3,9;,4;29,5;19,2;82,5;1;null;
1967-03-13;1,8;1,5;0;30,8;18,8;89,5;,666667;null;
1967-03-14;1,2;5,2;,8;31,6;19,3;88,5;,666667;null;
1967-03-15;1,2;0;23,1;24,4;18;94,25;0;null;
1967-03-16;,4;0;28,2;23,4;17;92,25;0;null;
1967-03-17;,5;1,2;7,2;24,9;16,4;87,25;2;null;
1967-03-18;1,3;2,3;,2;26,4;18,5;88,5;0;null;
1967-03-19;1,2;,7;45;25,4;17,4;88,5;1,666667;null;
1967-03-20;,9;8,4;6,4;29,5;13,5;80,25;,666667;null;
1967-03-21;2;8,6;0;31,4;15;78;1,333333;null;
1967-03-22;2,1;8,1;0;32,7;16,2;81,75;,666667;null;
1967-03-23;2,6;6;,5;32,2;18,7;80,25;0;null;
1967-03-24;1,9;9,2;6,5;33,4;20;79;0;null;
1967-03-25;2,1;4;,7;31,6;19,4;86,5;1;null;
1967-03-26;1,9;4,3;2;31,5;19,7;84,25;0;null;
1967-03-27;1,5;8,2;1;33;17,8;78,75;1;null;
1967-03-28;2,2;10;0;34,4;18;77;1,333333;null;
1967-03-29;2,8;3,9;3;32,2;19,8;87,25;,666667;null;
1967-03-30;1,4;9,3;3,3;33;19,5;78,5;,666667;null;
1967-03-31;2;6,4;3,2;31,6;19,8;79,75;1;null;
1967-04-01;2,5;7,2;null;33,2;17,8;81,5;,666667;null;
1967-04-02;1,5;10,5;12;33,4;18,8;73,5;,666667;null;
1967-04-03;2,9;8,6;0;34,8;18,4;77,5;,666667;null;
1967-04-04;2,1;8,5;0;30,6;19,4;73;2;null;
1967-04-05;3,1;7,4;0;31;15,7;69,25;,666667;null;
1967-04-06;2,3;9,8;0;33,2;13,1;72;,666667;null;
1967-04-07;3,1;9,6;0;31,6;16,8;73,5;1,333333;null;
1967-04-08;2,6;7,9;0;31,8;16,3;72,25;2;null;
1967-04-09;2,8;7,1;0;32,4;14,2;77;,666667;null;
1967-04-10;2,3;9,2;0;31,2;16,1;72;1,666667;null;
1967-04-11;2,8;8;0;31,2;16,5;74,25;1,333333;null;
1967-04-12;2,6;4,7;0;32,4;16,5;77,75;1,333333;null;
1967-04-13;2,4;6,4;,1;33;14,4;80;0;null;
1967-04-14;2,4;8,7;0;32,4;14,2;81,5;,666667;null;
1967-04-15;2,3;6,8;0;32,4;14,6;77,5;0;null;
1967-04-16;2,8;2;1,1;28;17,2;74,25;,666667;null;
1967-04-17;2,5;9,1;0;28,8;11,8;72,75;,666667;null;
1967-04-18;2,7;5,5;0;30,4;14,5;75;,666667;null;
1967-04-19;2,2;9,3;0;30,9;14,2;73;,666667;null;
1967-04-20;2,5;8;0;29,6;15,2;73,75;1,333333;null;
1967-04-21;2,6;6;0;29,8;16,6;80,75;,666667;null;
1967-04-22;2,1;7,8;2;30,2;13,3;80;0;null;
1967-04-23;1,4;9,2;0;32,8;14,6;76,25;,666667;null;
1967-04-24;2,5;1,8;0;25,6;10,8;83;0;null;
1967-04-25;1;3,9;0;27,4;17,1;84,25;1,333333;null;
1967-04-26;1,6;4,3;1,3;26,2;14,8;83,5;,666667;null;
1967-04-27;1,9;7;0;25,6;13,6;77,5;2,666667;null;
1967-04-28;2,4;6,5;,6;30,6;16,6;79;1;null;
1967-04-29;2,2;2,1;6,5;26;17,1;86,5;0;null;
1967-04-30;1,2;7,3;0;28,1;14,4;79;,666667;null;
1967-05-01;2,3;7,7;null;29,2;15,9;74,5;,666667;null;
1967-05-02;2,3;5,6;,1;28;15,6;79,75;1,333333;null;
1967-05-03;2,1;8,8;0;30,7;13,8;74,5;1,333333;null;
1967-05-04;2,9;8,4;0;32,6;15;80,75;,666667;null;
1967-05-05;1,1;4,7;14,7;30,2;13,7;82,5;0;null;
1967-05-06;2,3;6,4;0;30;14,6;76,75;1;null;
1967-05-07;2,2;6,4;0;27,8;16,2;76,75;0;null;
1967-05-08;1,9;7;0;26,8;13,3;78,25;,666667;null;
1967-05-09;2,4;9,1;0;26,6;10,4;78;,666667;null;
1967-05-10;2,5;9,5;0;31,4;11,2;77;,666667;null;
1967-05-11;2,4;9,3;0;30,8;7,8;75,5;0;null;
1967-05-12;2;9,3;0;31,4;8,1;76,5;0;null;
1967-05-13;2;9,5;0;31,8;9;72,5;0;null;
1967-05-14;2,5;9,2;0;32,2;9,4;72,25;0;null;
1967-05-15;2,2;6,4;0;30,1;12,9;69,75;1;null;
1967-05-16;3,3;4,9;0;26,4;10,7;83,75;0;null;
1967-05-17;1,7;9,2;0;27,2;9,1;69,5;1,666667;null;
1967-05-18;3,2;9,2;0;28,2;13,1;74;1,666667;null;
1967-05-19;2,8;8,8;0;27,8;13,9;77,5;1,333333;null;
1967-05-20;2,4;8,3;0;29,6;10,4;72,25;0;null;
1967-05-21;3,1;3,7;0;28;15;80,25;0;null;
1967-05-22;2;5,9;0;26,8;14;82;,666667;null;
1967-05-23;2;8,6;0;31,4;12,7;66;1;null;
1967-05-24;3,2;9,1;0;32;10,1;72,75;0;null;
1967-05-25;3,3;7,4;0;31,6;7,8;77;1;null;
1967-05-26;2;8,3;0;29,2;7,4;76,75;0;null;
1967-05-27;2,3;9;0;29,2;7;72,75;0;null;
1967-05-28;2,5;8,9;0;31,8;6,6;73,25;0;null;
1967-05-29;2,3;6,4;0;28,4;7,1;75;0;null;
1967-05-30;2,4;4;0;27,8;14,4;69,75;0;null;
1967-05-31;2,1;8,5;0;29,6;8,8;75;0;null;
1967-06-01;2,3;8;0;31,8;10,7;63;2;null;
1967-06-02;3,4;8,6;0;30,6;10,6;69,25;2;null;
1967-06-03;3,2;3,4;0;28,4;15,6;73;1;null;
1967-06-04;2,9;5,2;,7;26,4;16;78,75;,666667;null;
1967-06-05;1,6;0;0;23,2;15,2;86,5;1,333333;null;
1967-06-06;2,2;1,6;0;27,6;15,6;89,25;1,666667;null;
1967-06-07;2,1;,5;12,5;21;14,6;88,5;,666667;null;
1967-06-08;,5;3,3;,8;25;12,9;79;0;null;
1967-06-09;2;7,5;0;24,4;4;81,75;0;null;
1967-06-10;1,8;5,6;0;25,8;4;86,5;,666667;null;
1967-06-11;1,7;1,3;7,5;23;13;91,75;1,333333;null;
1967-06-12;,6;,6;3,5;20,8;13,6;95,75;0;null;
1967-06-13;,3;,1;10,8;22,4;15,6;95,5;,666667;null;
1967-06-14;,5;1;8,5;20,6;14;86,75;,666667;null;
1967-06-15;1,2;,2;0;22,6;15,2;89;0;null;
1967-06-16;,8;7;0;28;13,2;81,25;1,333333;null;
1967-06-17;2,1;9;0;29,8;8;76,25;0;null;
1967-06-18;2,5;8,1;0;31,8;7,8;77,25;0;null;
1967-06-19;2,6;8,5;0;28;6,7;79,25;,666667;null;
1967-06-20;2,4;9;0;30,2;7,9;79,5;,666667;null;
1967-06-21;2,1;8,9;0;32,3;7,2;72,25;0;null;
1967-06-22;2,3;8,8;0;29,5;5,4;79,75;0;null;
1967-06-23;1,8;8,8;0;28,8;6,4;75,5;0;null;
1967-06-24;2,8;8,2;0;30,6;9;66,25;,666667;null;
1967-06-25;2,5;6,2;0;27,6;12,2;79,25;1,333333;null;
1967-06-26;2,2;2,1;2,2;21,8;15,8;85,25;1,333333;null;
1967-06-27;1;7,5;1;23,9;13;80,75;1,666667;null;
1967-06-28;2,4;4,9;0;25,6;11,1;81;1;null;
1967-06-29;1,7;7;0;28,9;10,5;79,75;0;null;
1967-06-30;2,1;7,4;0;28,8;6,8;69,5;0;null;
1967-07-01;2,7;7,1;null;30,2;16,2;70,5;0;null;
1967-07-02;2,3;3,6;0;27,7;11,4;78,75;0;null;
1967-07-03;1,6;5,5;0;22,7;12,8;82,5;2,666667;null;
1967-07-04;2,1;6,5;0;26,7;9,4;79,5;1,666667;null;
1967-07-05;2,4;6;0;27,2;10;81,75;1;null;
1967-07-06;2,3;8,7;0;25,2;11,2;75,75;2;null;
1967-07-07;2,7;8,5;0;25,4;12,2;76;2;null;
1967-07-08;2,6;7,3;0;30,3;7,8;76,25;0;null;
1967-07-09;2,2;9,3;0;30;7,4;77,25;0;null;
1967-07-10;3;6;0;30,4;12;72,75;1;null;
1967-07-11;2,8;0;0;18;10,6;96;2;null;
1967-07-12;,3;2,6;8,1;21,2;13,4;87,5;2;null;
1967-07-13;2;8,4;0;29,6;14,2;76;1,666667;null;
1967-07-14;2,7;6,2;0;24,2;11,4;87,25;,666667;null;
1967-07-15;1,5;2,4;1,5;23;12,5;85,75;,666667;null;
1967-07-16;1,1;1,2;0;22,2;12,2;89;,666667;null;
1967-07-17;,8;6,6;,8;22,2;13,6;80,25;3,666667;null;
1967-07-18;2,5;9,2;0;22,7;11,4;73,25;3;null;
1967-07-19;3,8;9,3;0;24,6;10,7;66;3,666667;null;
1967-07-20;4;9,2;0;25,8;3,2;72,25;1;null;
1967-07-21;2,9;8,3;0;28,6;3,8;76;,666667;null;
1967-07-22;2,9;2,1;0;21,5;9;80;2;null;
1967-07-23;1,6;3,1;1,9;21;11,2;80,25;2,333333;null;
1967-07-24;1,9;6,3;0;22,8;13,6;76,75;3,666667;null;
1967-07-25;2,8;8,5;0;30,7;11,2;76,75;1;null;
1967-07-26;2,5;8;0;31,4;7,9;77;0;null;
1967-07-27;2,6;9,2;0;31,3;5,8;73,5;0;null;
1967-07-28;3,2;9,2;0;31,4;5,9;67;,666667;null;
1967-07-29;3,4;7,5;0;33,4;6;73,5;0;null;
1967-07-30;3,1;9,2;0;30,6;6,2;73,5;1;null;
1967-07-31;3,6;7,5;0;30,2;6;68,5;1,666667;null;
1967-08-01;3,2;9,5;null;30,8;5,8;72,5;1;null;
1967-08-02;3,6;9;0;27,8;5,2;57,5;1;null;
1967-08-03;4,4;9,4;0;32,6;5,6;62,75;,666667;null;
1967-08-04;4;2,9;0;23,7;7,4;73,25;2,333333;null;
1967-08-05;2,5;0;0;19,9;13,6;83,75;,666667;null;
1967-08-06;1,6;3,4;0;22,4;13,2;71,75;2,666667;null;
1967-08-07;3,4;6,9;0;24;12,5;77,5;2,333333;null;
1967-08-08;2,6;7,8;0;27,6;6,5;74,25;0;null;
1967-08-09;2,4;7,9;0;28,1;7,4;73,75;,666667;null;
1967-08-10;2,6;8,3;0;30;8,6;67,5;1;null;
1967-08-11;3,7;8,7;0;32,9;9,8;61;2;null;
1967-08-12;4;7,3;0;29;10,6;71,25;1,666667;null;
1967-08-13;2,9;6,6;0;31,9;13,4;64,75;2,666667;null;
1967-08-14;3,3;8,1;0;33,8;11,4;64,25;1;null;
1967-08-15;4,2;8,1;1,1;28,8;14,6;81,75;1,333333;null;
1967-08-16;2;2;,7;25,6;12,7;77,5;2;null;
1967-08-17;2;9;null;32,4;13,7;73,5;,666667;null;
1967-08-18;4;6,5;0;30;12,4;68;2;null;
1967-08-19;5;10;0;33,4;13;57,5;1;null;
1967-08-20;5,7;9,7;0;34,4;7;61,25;1,666667;null;
1967-08-21;4,2;10;0;35,4;8,7;59,25;1,333333;null;
1967-08-22;4,7;9,3;0;34,4;10,6;63,75;,666667;null;
1967-08-23;4,1;9,1;0;37,6;10,7;63,5;1,333333;null;
1967-08-24;5;8,8;0;32,4;13;71,5;2,333333;null;
1967-08-25;3,7;5,3;0;29,4;15,8;77,25;,666667;null;
1967-08-26;2,8;9,5;0;31,6;13,7;61,5;1,333333;null;
1967-08-27;4,9;10,3;0;34;9,2;55,5;,666667;null;
1967-08-28;4,6;9,5;0;33,2;8,3;55,5;1,333333;null;
1967-08-29;5;6,9;0;33,8;7,8;62;0;null;
1967-08-30;4,3;8,7;0;34,6;10,1;58,5;0;null;
1967-08-31;6,3;9,8;0;35,8;14;52,5;1;null;
1967-09-01;null;null;null;null;null;null;null;null;
1967-09-02;null;null;null;null;null;null;null;null;
1967-09-03;null;null;null;null;null;null;null;null;
1967-09-04;null;null;null;null;null;null;null;null;
1967-09-05;null;null;null;null;null;null;null;null;
1967-09-06;null;null;null;null;null;null;null;null;
1967-09-07;null;null;null;null;null;null;null;null;
1967-09-08;null;null;null;null;null;null;null;null;
1967-09-09;null;null;null;null;null;null;null;null;
1967-09-10;null;null;null;null;null;null;null;null;
1967-09-11;null;null;null;null;null;null;null;null;
1967-09-12;null;null;null;null;null;null;null;null;
1967-09-13;null;null;null;null;null;null;null;null;
1967-09-14;null;null;null;null;null;null;null;null;
1967-09-15;null;null;null;null;null;null;null;null;
1967-09-16;null;null;null;null;null;null;null;null;
1967-09-17;null;null;null;null;null;null;null;null;
1967-09-18;null;null;null;null;null;null;null;null;
1967-09-19;null;null;null;null;null;null;null;null;
1967-09-20;null;null;null;null;null;null;null;null;
1967-09-21;null;null;null;null;null;null;null;null;
1967-09-22;null;null;null;null;null;null;null;null;
1967-09-23;null;null;null;null;null;null;null;null;
1967-09-24;null;null;null;null;null;null;null;null;
1967-09-25;null;null;null;null;null;null;null;null;
1967-09-26;null;null;null;null;null;null;null;null;
1967-09-27;null;null;null;null;null;null;null;null;
1967-09-28;null;null;null;null;null;null;null;null;
1967-09-29;null;null;null;null;null;null;null;null;
1967-09-30;null;null;null;null;null;null;null;null;
1967-10-01;null;null;null;null;null;null;null;null;
1967-10-02;null;null;null;null;null;null;null;null;
1967-10-03;null;null;null;null;null;null;null;null;
1967-10-04;null;null;null;null;null;null;null;null;
1967-10-05;null;null;null;null;null;null;null;null;
1967-10-06;null;null;null;null;null;null;null;null;
1967-10-07;null;null;null;null;null;null;null;null;
1967-10-08;null;null;null;null;null;null;null;null;
1967-10-09;null;null;null;null;null;null;null;null;
1967-10-10;null;null;null;null;null;null;null;null;
1967-10-11;null;null;null;null;null;null;null;null;
1967-10-12;null;null;null;null;null;null;null;null;
1967-10-13;null;null;null;null;null;null;null;null;
1967-10-14;null;null;null;null;null;null;null;null;
1967-10-15;null;null;null;null;null;null;null;null;
1967-10-16;null;null;null;null;null;null;null;null;
1967-10-17;null;null;null;null;null;null;null;null;
1967-10-18;null;null;null;null;null;null;null;null;
1967-10-19;null;null;null;null;null;null;null;null;
1967-10-20;null;null;null;null;null;null;null;null;
1967-10-21;null;null;null;null;null;null;null;null;
1967-10-22;null;null;null;null;null;null;null;null;
1967-10-23;null;null;null;null;null;null;null;null;
1967-10-24;null;null;null;null;null;null;null;null;
1967-10-25;null;null;null;null;null;null;null;null;
1967-10-26;null;null;null;null;null;null;null;null;
1967-10-27;null;null;null;null;null;null;null;null;
1967-10-28;null;null;null;null;null;null;null;null;
1967-10-29;null;null;null;null;null;null;null;null;
1967-10-30;null;null;null;null;null;null;null;null;
1967-10-31;null;null;null;null;null;null;null;null;
1967-11-01;null;null;null;null;null;null;null;null;
1967-11-02;null;null;null;null;null;null;null;null;
1967-11-03;null;null;null;null;null;null;null;null;
1967-11-04;null;null;null;null;null;null;null;null;
1967-11-05;null;null;null;null;null;null;null;null;
1967-11-06;null;null;null;null;null;null;null;null;
1967-11-07;null;null;null;null;null;null;null;null;
1967-11-08;null;null;null;null;null;null;null;null;
1967-11-09;null;null;null;null;null;null;null;null;
1967-11-10;null;null;null;null;null;null;null;null;
1967-11-11;null;null;null;null;null;null;null;null;
1967-11-12;null;null;null;null;null;null;null;null;
1967-11-13;null;null;null;null;null;null;null;null;
1967-11-14;null;null;null;null;null;null;null;null;
1967-11-15;null;null;null;null;null;null;null;null;
1967-11-16;null;null;null;null;null;null;null;null;
1967-11-17;null;null;null;null;null;null;null;null;
1967-11-18;null;null;null;null;null;null;null;null;
1967-11-19;null;null;null;null;null;null;null;null;
1967-11-20;null;null;null;null;null;null;null;null;
1967-11-21;null;null;null;null;null;null;null;null;
1967-11-22;null;null;null;null;null;null;null;null;
1967-11-23;null;null;null;null;null;null;null;null;
1967-11-24;null;null;null;null;null;null;null;null;
1967-11-25;null;null;null;null;null;null;null;null;
1967-11-26;null;null;null;null;null;null;null;null;
1967-11-27;null;null;null;null;null;null;null;null;
1967-11-28;null;null;null;null;null;null;null;null;
1967-11-29;null;null;null;null;null;null;null;null;
1967-11-30;null;null;null;null;null;null;null;null;
1967-12-01;null;null;null;null;null;null;null;null;
1967-12-02;null;null;null;null;null;null;null;null;
1967-12-03;null;null;null;null;null;null;null;null;
1967-12-04;null;null;null;null;null;null;null;null;
1967-12-05;null;null;null;null;null;null;null;null;
1967-12-06;null;null;null;null;null;null;null;null;
1967-12-07;null;null;null;null;null;null;null;null;
1967-12-08;null;null;null;null;null;null;null;null;
1967-12-09;null;null;null;null;null;null;null;null;
1967-12-10;null;null;null;null;null;null;null;null;
1967-12-11;null;null;null;null;null;null;null;null;
1967-12-12;null;null;null;null;null;null;null;null;
1967-12-13;null;null;null;null;null;null;null;null;
1967-12-14;null;null;null;null;null;null;null;null;
1967-12-15;null;null;null;null;null;null;null;null;
1967-12-16;null;null;null;null;null;null;null;null;
